PERSONID,GTCBSA,HRHHID,HEHOUSUT,HRHTYPE,HEFAMINC,HRNUMHOU
11867,46700,137610000000000.0,1,1,15,4
11879,41940,138007000000000.0,1,4,12,4
11884,31080,140060000000000.0,1,1,9,2
11888,40900,140490000000000.0,1,1,16,4
11894,40900,140520000000000.0,1,2,12,3
11896,31080,141064000000000.0,1,3,14,2
11899,41740,141110000000000.0,1,1,16,2
11901,31080,141164000000000.0,1,1,13,2
11903,41860,141267000000000.0,1,1,14,2
11911,31080,141290000000000.0,1,1,3,4
11934,41860,141367000000000.0,1,4,3,2
11936,31080,141464000000000.0,1,7,3,1
11941,41860,141867000000000.0,1,1,15,4
11945,31080,142067000000000.0,1,1,15,2
11954,41940,142086000000000.0,1,7,6,1
11963,41860,142250000000000.0,1,4,6,3
11967,40900,144006000000000.0,1,7,4,1
11968,40900,144007000000000.0,1,4,13,2
11974,31080,144410000000000.0,1,1,7,4
11987,31080,144760000000000.0,1,1,16,2
11996,31080,146046000000000.0,1,1,14,3
12000,41940,146086000000000.0,1,1,16,2
12002,41860,146675000000000.0,1,7,5,1
12003,31080,146927000000000.0,1,1,15,10
12013,41860,147140000000000.0,1,1,6,3
12017,41860,147530000000000.0,1,7,14,2
12019,41860,148830000000000.0,1,4,16,4
12034,41940,151660000000000.0,1,1,15,3
12037,41940,151760000000000.0,1,4,16,3
12040,31080,153530000000000.0,1,1,9,2
12042,40140,154290000000000.0,1,4,12,2
12044,41940,154590000000000.0,1,4,16,3
12052,40140,154950000000000.0,1,4,8,4
12074,41740,157910000000000.0,1,1,16,3
12085,41940,158046000000000.0,1,1,15,10
12095,41940,158047000000000.0,1,1,16,3
12105,41940,159860000000000.0,1,4,4,2
12118,41940,160046000000000.0,1,1,15,5
12124,41940,160047000000000.0,1,2,15,3
12126,40900,160111000000000.0,1,1,11,2
12128,41740,160301000000000.0,1,4,7,4
12140,31080,160389000000000.0,1,1,9,4
12166,31080,161263000000000.0,1,1,14,2
12168,31080,161563000000000.0,1,7,6,1
12169,41860,161768000000000.0,1,4,12,5
12179,41740,165050000000000.0,1,3,16,5
12188,31080,165240000000000.0,1,3,10,2
12199,41740,165520000000000.0,1,1,16,2
12205,31080,166345000000000.0,1,1,7,3
12214,41940,167087000000000.0,1,1,9,4
12219,31080,167450000000000.0,1,1,15,3
12232,41940,168620000000000.0,1,4,14,4
12236,31080,170430000000000.0,1,1,16,2
12240,41740,170590000000000.0,1,3,7,3
12243,31080,170910000000000.0,1,6,4,1
12270,41860,171067000000000.0,1,6,13,1
12271,31080,171260000000000.0,1,4,2,3
12274,31080,171360000000000.0,1,7,16,2
12289,41860,171520000000000.0,1,7,10,1
12299,40140,171967000000000.0,5,3,7,3
12307,40140,174000000000000.0,1,3,13,2
12310,41860,174770000000000.0,1,1,9,5
12315,37100,176266000000000.0,1,1,15,3
12318,41940,176580000000000.0,7,6,6,1
12320,46700,177290000000000.0,1,1,12,4
12324,40140,177950000000000.0,5,1,13,3
12327,31080,178066000000000.0,1,7,14,1
12328,31080,178067000000000.0,1,1,12,4
12335,41940,178400000000000.0,1,1,15,3
12346,31080,179810000000000.0,1,1,13,2
12367,31080,181770000000000.0,1,1,9,9
12376,41860,182300000000000.0,1,3,15,5
12392,40140,183290000000000.0,1,1,9,5
12400,31080,185097000000000.0,1,1,9,4
12409,40900,186050000000000.0,1,1,14,3
12412,41940,186097000000000.0,1,7,10,8
12420,41860,186750000000000.0,1,1,10,5
12428,40900,188026000000000.0,1,7,12,2
12430,31080,188076000000000.0,1,1,1,5
12435,31080,188077000000000.0,1,6,15,1
12436,41940,188490000000000.0,1,4,14,2
12456,31080,192630000000000.0,1,1,12,6
12480,41860,195570000000000.0,1,1,16,2
12491,40140,196076000000000.0,1,6,14,1
12494,40900,197190000000000.0,1,7,15,2
12497,31080,200610000000000.0,1,1,16,3
12505,31080,200611000000000.0,1,3,7,2
12522,31080,200612000000000.0,1,6,14,1
12553,31080,200613000000000.0,1,1,16,4
12578,31080,200620000000000.0,1,6,13,2
12589,41740,201056000000000.0,1,6,11,1
12590,40140,202029000000000.0,1,6,3,1
12591,41940,204016000000000.0,1,1,16,4
12603,41940,204026000000000.0,1,6,15,1
12608,31080,205026000000000.0,1,4,7,4
12612,40140,205030000000000.0,1,1,12,3
12615,31080,205036000000000.0,1,1,15,2
12618,40140,205047000000000.0,1,6,15,2
12620,31080,206160000000000.0,1,1,14,2
12622,31080,206897000000000.0,1,1,15,4
12631,41940,207019000000000.0,1,7,16,2
12638,40140,208027000000000.0,1,7,4,1
12639,41860,208040000000000.0,1,1,16,4
12656,31080,210201000000000.0,1,1,13,4
12661,40140,210209000000000.0,1,1,2,3
12665,40140,210305000000000.0,1,4,15,3
12671,31080,212008000000000.0,1,1,14,4
12675,41860,212077000000000.0,1,1,16,4
12680,31080,212103000000000.0,1,6,14,4
12688,31080,212108000000000.0,1,1,9,5
12696,31080,212203000000000.0,1,7,10,1
12700,31080,212208000000000.0,1,6,14,1
12706,31080,212303000000000.0,1,4,6,6
12712,31080,212903000000000.0,1,1,6,2
12714,31080,212908000000000.0,1,1,15,4
12723,31080,216288000000000.0,1,1,1,3
12726,41860,216454000000000.0,1,7,16,1
12729,31080,216582000000000.0,1,7,8,1
12730,31080,218067000000000.0,1,1,11,6
12736,31080,222003000000000.0,1,1,7,3
12740,31080,222013000000000.0,5,3,12,3
12744,31080,222016000000000.0,1,1,13,2
12746,31080,222017000000000.0,1,7,7,1
12748,31080,222023000000000.0,1,1,9,2
12757,31080,222093000000000.0,1,1,11,4
12761,31080,224005000000000.0,1,1,15,2
12765,31080,224015000000000.0,1,4,10,2
12767,31080,224025000000000.0,1,1,7,2
12774,31080,224095000000000.0,1,3,9,3
12781,41860,225026000000000.0,1,1,15,4
12788,41940,226670000000000.0,1,6,3,3
12793,31080,227056000000000.0,1,6,14,3
12798,41860,231036000000000.0,1,7,1,2
12802,41860,231037000000000.0,1,6,12,1
12804,31080,234005000000000.0,1,3,7,5
12810,41740,236620000000000.0,1,7,12,1
12811,31080,236820000000000.0,1,6,9,1
12812,41860,236979000000000.0,1,1,15,3
12815,41860,237026000000000.0,1,1,16,3
12818,41860,237027000000000.0,1,1,14,3
12821,31080,240077000000000.0,1,7,9,2
12829,31080,244006000000000.0,1,1,15,2
12831,41860,251077000000000.0,1,7,9,1
12832,31080,251166000000000.0,1,7,9,1
12833,31080,251266000000000.0,1,7,13,2
12835,31080,251466000000000.0,1,7,1,2
12841,31080,251566000000000.0,1,3,15,4
12845,31080,251866000000000.0,1,7,7,2
12850,31080,251966000000000.0,1,4,8,2
12852,41860,253057000000000.0,1,6,4,1
12853,41860,256017000000000.0,1,7,2,1
12854,41740,256088000000000.0,1,3,16,3
12857,41940,256529000000000.0,1,1,16,4
12862,37100,256799000000000.0,1,4,14,2
12864,40140,256989000000000.0,1,1,14,2
12866,41860,257006000000000.0,1,7,3,1
12867,41860,257007000000000.0,1,6,16,1
12869,41860,257056000000000.0,1,4,16,4
12876,41740,259027000000000.0,1,1,16,4
12880,31080,260018000000000.0,1,3,13,2
12891,41860,260177000000000.0,1,1,6,4
12896,41740,260312000000000.0,1,1,15,3
12911,31080,260523000000000.0,1,6,7,2
12921,41740,260645000000000.0,1,3,11,2
12925,40900,260789000000000.0,1,1,16,7
12935,41860,260950000000000.0,1,1,16,2
12940,31080,264026000000000.0,1,6,1,1
12944,31080,264027000000000.0,1,1,16,3
12949,46700,271163000000000.0,1,7,15,4
12953,41860,271764000000000.0,1,4,10,2
12957,41860,271864000000000.0,1,6,14,6
12964,41860,275046000000000.0,1,7,13,1
12970,41860,275047000000000.0,1,1,14,3
12976,40140,277006000000000.0,5,7,6,1
12979,41860,280087000000000.0,1,6,16,2
12981,41740,281060000000000.0,1,1,16,2
12985,31080,285096000000000.0,1,6,14,1
12986,31080,285097000000000.0,1,6,15,5
12995,41860,286402000000000.0,1,3,16,3
12998,41740,286802000000000.0,1,7,14,1
13001,31080,288077000000000.0,1,1,6,5
13006,31080,288096000000000.0,1,1,16,2
13016,31080,288097000000000.0,1,4,14,2
13018,41740,290077000000000.0,1,1,14,2
13020,31080,291062000000000.0,1,6,16,2
13030,31080,291162000000000.0,1,3,12,2
13032,41940,291265000000000.0,1,3,11,4
13040,31080,291462000000000.0,1,1,10,2
13044,31080,291562000000000.0,1,1,14,3
13053,31080,296460000000000.0,1,1,10,3
13056,40140,296522000000000.0,1,4,13,2
13058,40140,298046000000000.0,1,7,7,1
13059,31080,299006000000000.0,1,7,4,1
13061,31080,299007000000000.0,1,7,16,2
13067,31080,300610000000000.0,1,6,6,2
13100,31080,300611000000000.0,1,7,12,1
13119,41740,301057000000000.0,1,7,12,2
13123,40140,302023000000000.0,1,1,10,5
13132,41860,305017000000000.0,1,1,16,7
13139,40140,305025000000000.0,1,1,11,7
13146,41860,305027000000000.0,1,7,11,1
13148,40140,305046000000000.0,1,1,9,3
13151,31080,306006000000000.0,1,7,1,1
13152,31080,306007000000000.0,1,1,16,2
13158,31080,306365000000000.0,1,1,1,3
13161,31080,306895000000000.0,1,6,13,1
13162,31080,306898000000000.0,1,1,11,3
13168,31080,309006000000000.0,1,7,13,1
13169,31080,309007000000000.0,1,1,10,7
13183,37100,310005000000000.0,1,7,3,1
13184,41940,310102000000000.0,1,1,16,4
13196,41860,310206000000000.0,1,1,13,4
13201,41860,310210000000000.0,1,1,16,4
13206,41740,311017000000000.0,1,1,14,2
13208,31080,311164000000000.0,1,3,7,3
13216,31080,311464000000000.0,1,1,6,2
13224,41740,311564000000000.0,1,1,13,2
13228,31080,311764000000000.0,1,4,9,3
13232,31080,311864000000000.0,1,6,16,1
13233,31080,311964000000000.0,1,7,2,1
13234,31080,311968000000000.0,1,1,11,6
13241,41740,314037000000000.0,1,7,1,1
13243,31080,316285000000000.0,1,6,5,1
13244,31080,316288000000000.0,1,1,16,4
13248,41860,316455000000000.0,1,7,10,1
13250,40140,321460000000000.0,1,4,6,13
13268,40140,323047000000000.0,1,1,5,2
13271,40140,326007000000000.0,1,1,12,2
13273,46700,326356000000000.0,1,7,4,1
13276,41860,331067000000000.0,1,1,11,2
13278,31080,336823000000000.0,1,3,13,2
13280,40140,341067000000000.0,1,2,11,3
13283,31080,341764000000000.0,1,1,15,3
13289,40140,341867000000000.0,1,1,1,4
13295,31080,344006000000000.0,1,3,14,3
13298,31080,346929000000000.0,1,6,12,1
13299,41860,351077000000000.0,1,4,12,3
13303,41860,351469000000000.0,1,1,15,3
13310,31080,356017000000000.0,1,7,1,1
13311,41740,356087000000000.0,1,1,14,3
13314,31080,356249000000000.0,1,7,12,1
13316,41860,357007000000000.0,1,1,16,4
13320,41740,358057000000000.0,1,6,13,1
13321,41740,359026000000000.0,1,6,12,1
13324,41740,359027000000000.0,1,3,2,3
13334,41740,360166000000000.0,1,7,4,1
13342,46700,360304000000000.0,1,4,12,2
13345,31080,360603000000000.0,1,4,13,2
13350,41860,360891000000000.0,1,6,11,1
13351,40140,360959000000000.0,1,4,15,4
13359,40900,361568000000000.0,1,6,15,1
13362,40900,361768000000000.0,1,7,11,1
13363,31080,366345000000000.0,1,7,3,5
13368,41860,369027000000000.0,1,1,13,2
13370,31080,375017000000000.0,1,1,7,4
13374,41860,375046000000000.0,1,7,6,1
13375,40140,377087000000000.0,1,1,16,2
13377,41860,382067000000000.0,1,6,11,1
13378,31080,388077000000000.0,1,1,14,3
13382,41740,390076000000000.0,1,4,5,2
13386,41740,390077000000000.0,1,1,16,3
13389,41860,396285000000000.0,1,7,13,1
13393,40140,397026000000000.0,1,1,14,4
13397,41940,401012000000000.0,1,1,16,5
13402,41740,401021000000000.0,1,1,15,2
13404,41740,401031000000000.0,1,1,8,2
13412,41740,401041000000000.0,1,7,6,1
13413,41860,401163000000000.0,1,1,6,2
13415,40140,401465000000000.0,5,4,5,5
13421,41860,401963000000000.0,1,6,16,1
13431,31080,404026000000000.0,1,1,16,5
13436,41860,404030000000000.0,1,7,16,1
13437,31080,404036000000000.0,1,1,8,2
13439,41860,404040000000000.0,1,4,16,6
13445,41740,405023000000000.0,1,7,9,1
13446,41740,405027000000000.0,1,1,13,4
13452,41740,405033000000000.0,1,1,14,3
13455,41740,405037000000000.0,1,1,13,2
13470,40900,409014000000000.0,1,7,10,1
13478,41940,410106000000000.0,5,6,6,2
13485,41940,410107000000000.0,1,4,10,5
13496,31080,410204000000000.0,1,1,12,3
13500,41860,410205000000000.0,1,1,13,3
13511,41940,410206000000000.0,1,6,13,1
13512,41940,410207000000000.0,1,6,11,1
13515,31080,410304000000000.0,1,6,5,2
13517,41860,410308000000000.0,1,1,8,3
13520,31080,410309000000000.0,1,6,14,2
13522,31080,412108000000000.0,1,1,15,4
13537,31080,412109000000000.0,1,1,12,3
13540,31080,412208000000000.0,1,4,7,2
13545,31080,412209000000000.0,1,4,13,2
13555,31080,412909000000000.0,1,4,12,5
13560,31080,413008000000000.0,1,1,15,2
13574,31080,426015000000000.0,1,1,16,4
13578,31080,426025000000000.0,1,1,16,4
13582,31080,426035000000000.0,1,7,4,1
13585,31080,426387000000000.0,1,3,6,2
13587,31080,436005000000000.0,1,1,1,4
13591,31080,436015000000000.0,1,7,4,1
13594,41940,441460000000000.0,1,1,14,4
13598,41940,441560000000000.0,1,1,7,5
13603,41940,441760000000000.0,1,1,16,4
13607,40140,446779000000000.0,5,4,6,3
13614,31080,456244000000000.0,1,7,4,1
13615,31080,456248000000000.0,1,1,15,4
13628,37100,460142000000000.0,1,1,10,4
13632,31080,460181000000000.0,1,1,10,5
13656,31080,460306000000000.0,1,1,11,4
13670,41940,460759000000000.0,7,6,6,1
13673,41940,460999000000000.0,1,6,14,1
13678,31080,461161000000000.0,1,6,12,1
13681,31080,461761000000000.0,1,4,11,2
13697,41860,466029000000000.0,1,1,11,4
13701,41860,466963000000000.0,1,6,6,1
13702,40900,471669000000000.0,1,6,13,1
13703,41940,476187000000000.0,1,6,11,1
13704,37100,476269000000000.0,1,1,16,4
13708,41860,476552000000000.0,1,1,16,2
13712,41940,476588000000000.0,1,6,15,1
13720,40900,476887000000000.0,1,6,6,1
13722,41740,486804000000000.0,1,6,7,1
13723,40140,496524000000000.0,1,1,11,3
13729,41860,496579000000000.0,1,1,16,3
13733,41940,496984000000000.0,1,6,12,1
13740,40900,501164000000000.0,1,1,14,4
13747,40900,501364000000000.0,1,7,11,1
13750,31080,502020000000000.0,1,1,14,5
13760,41740,502036000000000.0,1,7,13,1
13763,31080,506894000000000.0,1,6,2,1
13767,40140,510104000000000.0,1,7,4,1
13773,41860,510200000000000.0,1,6,10,1
13779,41740,510201000000000.0,1,1,14,4
13783,41740,510202000000000.0,1,1,14,2
13790,41860,510205000000000.0,1,6,10,1
13796,41860,510209000000000.0,1,4,5,3
13800,31080,510301000000000.0,1,1,15,4
13805,41740,510302000000000.0,1,6,9,3
13811,41860,510306000000000.0,1,1,16,2
13813,41740,510402000000000.0,1,7,8,1
13814,31080,516260000000000.0,1,3,11,2
13816,31080,516285000000000.0,1,6,1,2
13818,31080,516586000000000.0,1,1,16,2
13822,31080,521469000000000.0,1,1,13,5
13828,31080,521569000000000.0,1,7,10,1
13829,31080,521669000000000.0,1,1,14,2
13837,31080,521969000000000.0,1,6,13,1
13840,31080,528030000000000.0,1,1,16,2
13843,41740,536190000000000.0,1,1,16,2
13845,41940,546300000000000.0,1,1,8,4
13849,31080,546926000000000.0,1,6,7,1
13853,37100,551260000000000.0,1,6,16,1
13854,41740,551266000000000.0,1,6,1,5
13859,41740,551366000000000.0,1,4,13,2
13861,41740,551766000000000.0,1,1,15,4
13865,41740,551866000000000.0,1,4,3,3
13868,40900,556146000000000.0,1,7,15,2
13871,31080,556484000000000.0,1,6,7,2
13882,41740,560096000000000.0,1,4,12,4
13891,41940,560130000000000.0,1,1,16,2
13895,31080,560234000000000.0,1,1,14,5
13912,41740,560365000000000.0,1,4,11,4
13920,41860,560397000000000.0,1,6,10,1
13921,41740,560502000000000.0,1,2,13,2
13923,37100,560536000000000.0,1,1,16,3
13926,41860,560647000000000.0,1,1,15,3
13933,41860,560694000000000.0,1,1,11,2
13946,40140,560931000000000.0,1,4,10,2
13948,37100,560933000000000.0,1,1,16,4
13952,31080,561363000000000.0,1,6,12,1
13957,31080,561563000000000.0,1,6,7,2
13959,31080,561863000000000.0,1,1,7,3
13965,31080,561963000000000.0,1,1,14,4
13972,37100,571266000000000.0,1,6,15,1
13974,46700,576295000000000.0,1,1,15,2
13976,41940,581068000000000.0,1,1,16,4
13980,41940,581268000000000.0,1,7,11,1
13991,31080,600020000000000.0,1,3,11,4
13996,31080,600030000000000.0,1,7,5,2
13998,41740,600050000000000.0,1,1,15,2
14003,41860,600571000000000.0,1,1,10,5
14011,31080,601831000000000.0,1,7,14,2
14014,40140,602028000000000.0,1,4,12,3
14019,31080,603570000000000.0,1,1,16,5
14025,41940,604015000000000.0,1,1,15,4
14035,41940,604025000000000.0,1,7,5,1
14039,41860,604150000000000.0,1,1,16,2
14041,40140,604570000000000.0,1,6,6,1
14042,31080,604821000000000.0,1,1,8,4
14047,41860,605029000000000.0,1,7,9,1
14048,41860,605210000000000.0,1,7,16,2
14050,41740,605400000000000.0,1,3,15,2
14057,31080,605910000000000.0,1,1,14,3
14064,41940,606281000000000.0,1,1,16,3
14067,31080,606897000000000.0,1,7,14,2
14069,41740,606920000000000.0,1,1,15,2
14074,31080,607970000000000.0,1,1,15,3
14079,37100,608001000000000.0,1,6,15,1
14085,40900,608010000000000.0,1,1,15,2
14091,41940,608013000000000.0,1,1,16,2
14097,40900,609011000000000.0,1,3,13,2
14104,31080,609241000000000.0,1,6,11,2
14116,41940,610102000000000.0,1,7,6,1
14118,41940,610103000000000.0,1,6,16,1
14119,40900,610108000000000.0,1,3,13,3
14124,41860,610207000000000.0,1,6,15,1
14131,41740,610821000000000.0,1,4,11,4
14139,31080,611241000000000.0,1,6,12,1
14140,31080,612003000000000.0,1,1,7,3
14145,31080,612103000000000.0,1,4,13,3
14149,31080,612303000000000.0,1,7,7,1
14150,31080,613003000000000.0,1,1,2,4
14154,31080,613103000000000.0,1,6,6,1
14156,31080,614470000000000.0,1,1,16,2
14164,46700,615530000000000.0,1,4,15,3
14167,31080,615821000000000.0,1,1,9,4
14171,40900,615940000000000.0,1,4,11,2
14180,41940,616346000000000.0,1,4,16,2
14183,37100,616641000000000.0,1,1,15,5
14188,31080,616821000000000.0,1,7,14,2
14192,31080,617211000000000.0,1,7,3,1
14193,31080,617241000000000.0,1,1,11,5
14198,31080,618970000000000.0,1,7,9,1
14199,31080,619640000000000.0,1,6,16,2
14201,31080,620241000000000.0,1,6,16,1
14213,41860,622040000000000.0,1,3,16,5
14223,31080,622831000000000.0,1,1,15,4
14229,41740,623471000000000.0,1,1,13,3
14232,41860,623571000000000.0,1,7,8,1
14235,31080,623970000000000.0,1,1,16,6
14241,31080,624011000000000.0,1,6,1,1
14244,41940,626665000000000.0,1,1,15,6
14250,31080,626760000000000.0,1,1,15,4
14254,31080,626970000000000.0,1,4,14,4
14259,41740,627860000000000.0,1,1,15,2
14261,41860,628791000000000.0,1,1,15,2
14263,40140,628851000000000.0,1,4,12,5
14268,37100,628961000000000.0,1,7,13,1
14270,41940,629651000000000.0,1,7,5,5
14281,37100,629801000000000.0,1,1,16,4
14299,31080,631970000000000.0,1,3,13,2
14302,31080,632800000000000.0,1,7,1,1
14303,31080,633241000000000.0,1,1,16,4
14307,31080,634001000000000.0,1,1,3,2
14311,31080,634470000000000.0,1,6,8,1
14312,31080,634970000000000.0,1,1,12,2
14314,40900,635441000000000.0,1,1,15,5
14319,41940,635670000000000.0,1,1,14,3
14322,31080,635831000000000.0,1,6,16,2
14329,46700,636530000000000.0,1,4,8,6
14335,31080,636800000000000.0,1,4,12,6
14341,41740,636860000000000.0,1,1,16,6
14349,31080,637760000000000.0,1,1,12,2
14360,41860,641791000000000.0,1,1,15,2
14364,41860,642541000000000.0,1,7,12,1
14366,40140,642700000000000.0,1,7,9,3
14369,31080,642760000000000.0,1,7,4,1
14370,41740,643050000000000.0,1,1,12,5
14379,31080,643490000000000.0,1,6,1,2
14381,41860,643610000000000.0,1,6,3,1
14382,41860,643880000000000.0,1,6,15,1
14383,31080,645821000000000.0,1,6,8,2
14385,40900,646946000000000.0,1,6,14,1
14386,31080,647821000000000.0,1,7,6,2
14388,31080,648241000000000.0,1,1,16,2
14390,41940,648821000000000.0,1,1,1,3
14395,41940,649001000000000.0,1,1,16,4
14404,31080,649631000000000.0,1,1,11,3
14407,37100,649641000000000.0,1,1,12,4
14411,40140,649671000000000.0,1,7,11,1
14412,41940,650001000000000.0,1,1,11,4
14417,41740,650920000000000.0,1,6,12,2
14420,41860,651960000000000.0,1,7,16,2
14426,40900,654481000000000.0,1,7,12,1
14428,31080,654821000000000.0,1,3,1,3
14431,31080,654831000000000.0,1,6,5,1
14433,46700,654971000000000.0,1,7,15,2
14440,41860,655670000000000.0,1,7,16,1
14446,41740,656140000000000.0,1,1,15,3
14449,31080,656211000000000.0,1,1,9,3
14452,31080,656249000000000.0,1,1,16,5
14457,40900,656441000000000.0,1,1,15,2
14459,31080,656800000000000.0,1,6,16,2
14461,31080,656831000000000.0,1,4,2,3
14466,31080,659760000000000.0,1,7,10,1
14474,31080,660155000000000.0,1,1,15,2
14476,40900,660186000000000.0,1,6,15,2
14488,40900,660369000000000.0,1,3,14,2
14492,40900,660398000000000.0,1,1,15,2
14498,31080,660496000000000.0,1,1,14,2
14514,31080,660545000000000.0,1,1,15,3
14533,40140,660629000000000.0,1,6,9,1
14534,41860,660780000000000.0,1,1,16,2
14538,41940,660842000000000.0,1,6,16,3
14544,41860,660904000000000.0,1,1,16,5
14553,31080,664250000000000.0,1,4,8,2
14555,41860,664541000000000.0,1,1,10,3
14558,31080,664570000000000.0,1,6,12,1
14559,41940,664651000000000.0,1,6,15,2
14561,41740,665050000000000.0,1,1,16,2
14563,41860,665181000000000.0,1,1,15,3
14566,31080,665490000000000.0,1,6,13,1
14567,31080,666025000000000.0,1,1,10,3
14570,46700,666051000000000.0,1,4,13,2
14573,41740,666471000000000.0,1,1,14,6
14585,31080,666970000000000.0,1,6,14,2
14587,31080,668490000000000.0,1,1,16,5
14592,31080,668570000000000.0,1,7,11,1
14593,41860,671464000000000.0,1,1,10,6
14599,41860,671564000000000.0,1,7,7,1
14600,31080,671800000000000.0,1,7,8,2
14602,41740,671860000000000.0,1,7,8,1
14603,41860,671864000000000.0,1,1,15,4
14607,40140,672610000000000.0,1,1,11,5
14612,41860,672901000000000.0,1,1,16,2
14614,31080,672910000000000.0,1,1,10,6
14620,41940,673001000000000.0,1,6,16,1
14622,40900,673981000000000.0,1,4,15,3
14625,31080,674211000000000.0,1,1,12,3
14628,31080,675970000000000.0,1,1,16,2
14632,31080,676570000000000.0,1,1,9,4
14639,41940,677400000000000.0,1,1,15,3
14642,31080,677490000000000.0,1,6,4,1
14643,31080,677741000000000.0,1,7,16,1
14646,37100,677951000000000.0,1,4,12,2
14655,40140,678721000000000.0,1,4,14,3
14658,41860,679140000000000.0,1,1,14,4
14662,31080,679241000000000.0,1,7,9,1
14664,41940,679760000000000.0,1,1,11,2
14666,41860,680140000000000.0,1,6,13,1
14667,41860,680571000000000.0,1,6,14,1
14670,41740,680860000000000.0,1,7,3,1
14671,31080,683760000000000.0,1,6,4,1
14672,41740,684161000000000.0,1,3,15,4
14676,41860,684240000000000.0,1,7,13,1
14677,40140,684570000000000.0,1,6,7,2
14685,41740,685920000000000.0,1,7,14,2
14687,37100,685961000000000.0,1,6,16,1
14688,46700,686007000000000.0,1,7,10,1
14691,41940,686851000000000.0,1,1,13,5
14696,31080,687241000000000.0,1,7,16,1
14697,31080,687570000000000.0,1,7,11,1
14700,31080,691641000000000.0,1,1,16,3
14703,40140,691700000000000.0,1,3,15,2
14705,41860,691731000000000.0,1,3,12,5
14710,31080,691800000000000.0,1,7,8,1
14724,40140,693671000000000.0,5,1,7,2
14726,41860,693731000000000.0,1,3,16,4
14734,41940,693831000000000.0,1,6,6,1
14746,31080,694760000000000.0,1,1,10,2
14749,41860,696571000000000.0,1,1,16,3
